Input,Match type,Approved symbol,Approved name,HGNC ID,Location
NR4A1,Approved symbol,NR4A1,nuclear receptor subfamily 4 group A member 1,HGNC:7980,12q13.13
NR4A2,Approved symbol,NR4A2,nuclear receptor subfamily 4 group A member 2,HGNC:7981,2q22-q23
NR4A3,Approved symbol,NR4A3,nuclear receptor subfamily 4 group A member 3,HGNC:7982,9q22
NR5A1,Approved symbol,NR5A1,nuclear receptor subfamily 5 group A member 1,HGNC:7983,9q33.3
NR5A2,Approved symbol,NR5A2,nuclear receptor subfamily 5 group A member 2,HGNC:7984,1q32.1
NR6A1,Approved symbol,NR6A1,nuclear receptor subfamily 6 group A member 1,HGNC:7985,9q33.3
NRADDP,Approved symbol,NRADDP,"neurotrophin receptor associated death domain, pseudogene",HGNC:19337,3p21.31
NRAP,Approved symbol,NRAP,nebulin related anchoring protein,HGNC:7988,10q25.3
NRAP,Synonyms,NOL6,nucleolar protein 6,HGNC:19910,9p13.3
NRARP,Approved symbol,NRARP,NOTCH regulated ankyrin repeat protein,HGNC:33843,9q34.3
NRAS,Approved symbol,NRAS,"NRAS proto-oncogene, GTPase",HGNC:7989,1p13.2
NRBF2,Approved symbol,NRBF2,nuclear receptor binding factor 2,HGNC:19692,10q21.3
NRBP1,Approved symbol,NRBP1,nuclear receptor binding protein 1,HGNC:7993,2p23.3
NRBP2,Approved symbol,NRBP2,nuclear receptor binding protein 2,HGNC:19339,8q24.3
NRCAM,Approved symbol,NRCAM,neuronal cell adhesion molecule,HGNC:7994,7q31.1
NRD1,Previous symbol,NRDC,nardilysin convertase,HGNC:7995,1p32.3
NRF1,Approved symbol,NRF1,nuclear respiratory factor 1,HGNC:7996,7q32.2
NRF1,Synonyms,NFE2L1,"nuclear factor, erythroid 2 like 1",HGNC:7781,17q21.3
NRG1,Approved symbol,NRG1,neuregulin 1,HGNC:7997,8p12
NRG2,Approved symbol,NRG2,neuregulin 2,HGNC:7998,5q31.2
NRG3,Approved symbol,NRG3,neuregulin 3,HGNC:7999,10q23.1
NRG4,Approved symbol,NRG4,neuregulin 4,HGNC:29862,15q24.2
NRGN,Approved symbol,NRGN,neurogranin,HGNC:8000,11q24.2
NRIP1,Approved symbol,NRIP1,nuclear receptor interacting protein 1,HGNC:8001,21q11.2-q21.1
NRIP2,Approved symbol,NRIP2,nuclear receptor interacting protein 2,HGNC:23078,12p13.33
NRIP3,Approved symbol,NRIP3,nuclear receptor interacting protein 3,HGNC:1167,11p15.4
NRK,Approved symbol,NRK,Nik related kinase,HGNC:25391,Xq22.3
NRL,Approved symbol,NRL,neural retina leucine zipper,HGNC:8002,14q11.2-q12
NRM,Approved symbol,NRM,nurim,HGNC:8003,6p21.33
NRN1L,Approved symbol,NRN1L,neuritin 1 like,HGNC:29811,16q22.1
NRN1,Approved symbol,NRN1,neuritin 1,HGNC:17972,6p25.1
NRP1,Approved symbol,NRP1,neuropilin 1,HGNC:8004,10p11.22
NRP2,Approved symbol,NRP2,neuropilin 2,HGNC:8005,2q33.3
NRP2,Synonyms,NELL2,neural EGFL like 2,HGNC:7751,12q12
NRSN1,Approved symbol,NRSN1,neurensin 1,HGNC:17881,6p22.3
NRSN2,Approved symbol,NRSN2,neurensin 2,HGNC:16229,20p13
NRTN,Approved symbol,NRTN,neurturin,HGNC:8007,19p13.3
NRXN1,Approved symbol,NRXN1,neurexin 1,HGNC:8008,2p16.3
NRXN2,Approved symbol,NRXN2,neurexin 2,HGNC:8009,11q13.1
NRXN3,Approved symbol,NRXN3,neurexin 3,HGNC:8010,14q24.3-q31.1
NSA2,Approved symbol,NSA2,"NSA2, ribosome biogenesis homolog",HGNC:30728,5q13.3
NSD1,Approved symbol,NSD1,nuclear receptor binding SET domain protein 1,HGNC:14234,5q35.3
NSDHL,Approved symbol,NSDHL,NAD(P) dependent steroid dehydrogenase-like,HGNC:13398,Xq28
NSFL1C,Approved symbol,NSFL1C,NSFL1 cofactor,HGNC:15912,20p13
NSF,Approved symbol,NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",HGNC:8016,17q21.31
NSL1,Approved symbol,NSL1,"NSL1, MIS12 kinetochore complex component",HGNC:24548,1q32.3
NSL1,Synonyms,KANSL1,KAT8 regulatory NSL complex subunit 1,HGNC:24565,17q21.31
NSMAF,Approved symbol,NSMAF,neutral sphingomyelinase activation associated factor,HGNC:8017,8q12.1
NSMCE1,Approved symbol,NSMCE1,"NSE1 homolog, SMC5-SMC6 complex component",HGNC:29897,16p12.1
NSMCE2,Approved symbol,NSMCE2,"NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase",HGNC:26513,8q24.13
NSMCE4A,Approved symbol,NSMCE4A,"NSE4 homolog A, SMC5-SMC6 complex component",HGNC:25935,10q26.13
NSUN2,Approved symbol,NSUN2,NOP2/Sun RNA methyltransferase family member 2,HGNC:25994,5p15.31
NSUN3,Approved symbol,NSUN3,NOP2/Sun RNA methyltransferase family member 3,HGNC:26208,3q11.2
NSUN4,Approved symbol,NSUN4,NOP2/Sun RNA methyltransferase family member 4,HGNC:31802,1p33
NSUN5P1,Approved symbol,NSUN5P1,NOP2/Sun RNA methyltransferase family member 5 pseudogene 1,HGNC:19146,7q11.23
NSUN5P2,Approved symbol,NSUN5P2,NOP2/Sun RNA methyltransferase family member 5 pseudogene 2,HGNC:16609,7q11.23
NSUN5,Approved symbol,NSUN5,NOP2/Sun RNA methyltransferase family member 5,HGNC:16385,7q11.23
NSUN6,Approved symbol,NSUN6,NOP2/Sun RNA methyltransferase family member 6,HGNC:23529,10p12.31
NSUN7,Approved symbol,NSUN7,NOP2/Sun RNA methyltransferase family member 7,HGNC:25857,4p14
NT5C1A,Approved symbol,NT5C1A,"5'-nucleotidase, cytosolic IA",HGNC:17819,1p34.2
NT5C1B,Approved symbol,NT5C1B,"5'-nucleotidase, cytosolic IB",HGNC:17818,2p24.2
NT5C2,Approved symbol,NT5C2,"5'-nucleotidase, cytosolic II",HGNC:8022,10q24.32-q24.33
NT5C3L,Previous symbol,NT5C3B,"5'-nucleotidase, cytosolic IIIB",HGNC:28300,17q21.2
NT5C3,Previous symbol,NT5C3A,"5'-nucleotidase, cytosolic IIIA",HGNC:17820,7p14.3
NT5C,Approved symbol,NT5C,"5', 3'-nucleotidase, cytosolic",HGNC:17144,17q25
NT5DC1,Approved symbol,NT5DC1,5'-nucleotidase domain containing 1,HGNC:21556,6q22.1
NT5DC2,Approved symbol,NT5DC2,5'-nucleotidase domain containing 2,HGNC:25717,3p21.1
NT5DC3,Approved symbol,NT5DC3,5'-nucleotidase domain containing 3,HGNC:30826,12q23.3
NT5E,Approved symbol,NT5E,5'-nucleotidase ecto,HGNC:8021,6q14.3
NT5M,Approved symbol,NT5M,"5',3'-nucleotidase, mitochondrial",HGNC:15769,17p11.2
NTAN1,Approved symbol,NTAN1,N-terminal asparagine amidase,HGNC:29909,16p13.11
NTF3,Approved symbol,NTF3,neurotrophin 3,HGNC:8023,12p13.31
NTF4,Approved symbol,NTF4,neurotrophin 4,HGNC:8024,19q13.3
NTHL1,Approved symbol,NTHL1,nth like DNA glycosylase 1,HGNC:8028,16p13.3
NTM,Approved symbol,NTM,neurotrimin,HGNC:17941,11q25
NTN1,Approved symbol,NTN1,netrin 1,HGNC:8029,17p13.1
NTN3,Approved symbol,NTN3,netrin 3,HGNC:8030,16p13.3
NTN4,Approved symbol,NTN4,netrin 4,HGNC:13658,12q22
NTN4,Synonyms,MLF2,myeloid leukemia factor 2,HGNC:7126,12p13.31
NTN5,Approved symbol,NTN5,netrin 5,HGNC:25208,19q13.33
NTNG1,Approved symbol,NTNG1,netrin G1,HGNC:23319,1p13.3
NTNG1,Previous symbol,NTNG2,netrin G2,HGNC:14288,9q34.13
NTNG2,Approved symbol,NTNG2,netrin G2,HGNC:14288,9q34.13
NTRK1,Approved symbol,NTRK1,neurotrophic receptor tyrosine kinase 1,HGNC:8031,1q23.1
NTRK2,Approved symbol,NTRK2,neurotrophic receptor tyrosine kinase 2,HGNC:8032,9q21.33
NTRK3,Approved symbol,NTRK3,neurotrophic receptor tyrosine kinase 3,HGNC:8033,15q25.3
NTSR1,Approved symbol,NTSR1,neurotensin receptor 1,HGNC:8039,20q13.33
NTSR2,Approved symbol,NTSR2,neurotensin receptor 2,HGNC:8040,2p25.1
NTS,Approved symbol,NTS,neurotensin,HGNC:8038,12q21.31
NUAK1,Approved symbol,NUAK1,NUAK family kinase 1,HGNC:14311,12q23.3
NUAK1,Synonyms,NUAK1,NUAK family kinase 1,HGNC:14311,12q23.3
NUAK2,Approved symbol,NUAK2,NUAK family kinase 2,HGNC:29558,1q32.1
NUB1,Approved symbol,NUB1,negative regulator of ubiquitin like proteins 1,HGNC:17623,7q36.1
NUBP1,Approved symbol,NUBP1,nucleotide binding protein 1,HGNC:8041,16p13.13
NUBP2,Approved symbol,NUBP2,nucleotide binding protein 2,HGNC:8042,16p13.3
NUBPL,Approved symbol,NUBPL,nucleotide binding protein like,HGNC:20278,14q12
NUCB1,Approved symbol,NUCB1,nucleobindin 1,HGNC:8043,19q13.33
NUCB2,Approved symbol,NUCB2,nucleobindin 2,HGNC:8044,11p15.1
NUCKS1,Approved symbol,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1,HGNC:29923,1q32.1
NUDCD1,Approved symbol,NUDCD1,NudC domain containing 1,HGNC:24306,8q23.1
NUDCD2,Approved symbol,NUDCD2,NudC domain containing 2,HGNC:30535,5q34
NUDCD3,Approved symbol,NUDCD3,NudC domain containing 3,HGNC:22208,7p13
NUDC,Approved symbol,NUDC,"nuclear distribution C, dynein complex regulator",HGNC:8045,1p36.11
NUDC,Synonyms,NUDC,"nuclear distribution C, dynein complex regulator",HGNC:8045,1p36.11
NUDT10,Approved symbol,NUDT10,nudix hydrolase 10,HGNC:17621,Xp11.22
NUDT11,Approved symbol,NUDT11,nudix hydrolase 11,HGNC:18011,Xp11.22
NUDT12,Approved symbol,NUDT12,nudix hydrolase 12,HGNC:18826,5q21.2
NUDT13,Approved symbol,NUDT13,nudix hydrolase 13,HGNC:18827,10q22.2
NUDT14,Approved symbol,NUDT14,nudix hydrolase 14,HGNC:20141,14q32.33
NUDT15,Approved symbol,NUDT15,nudix hydrolase 15,HGNC:23063,13q14.2
NUDT16L1,Approved symbol,NUDT16L1,nudix hydrolase 16 like 1,HGNC:28154,16p13.3
NUDT16P1,Approved symbol,NUDT16P1,nudix hydrolase 16 pseudogene 1,HGNC:27189,3q22.1
NUDT16,Approved symbol,NUDT16,nudix hydrolase 16,HGNC:26442,3q22.1
NUDT17,Approved symbol,NUDT17,nudix hydrolase 17,HGNC:26618,1q21.1
NUDT18,Approved symbol,NUDT18,nudix hydrolase 18,HGNC:26194,8p21.3
NUDT19,Approved symbol,NUDT19,nudix hydrolase 19,HGNC:32036,19q13.11
NUDT1,Approved symbol,NUDT1,nudix hydrolase 1,HGNC:8048,7p22.3
NUDT21,Approved symbol,NUDT21,nudix hydrolase 21,HGNC:13870,16q13
NUDT22,Approved symbol,NUDT22,nudix hydrolase 22,HGNC:28189,11q13.1
NUDT2,Approved symbol,NUDT2,nudix hydrolase 2,HGNC:8049,9p13.3
NUDT3,Approved symbol,NUDT3,nudix hydrolase 3,HGNC:8050,6p21.31
NUDT4,Approved symbol,NUDT4,nudix hydrolase 4,HGNC:8051,12q22
NUDT5,Approved symbol,NUDT5,nudix hydrolase 5,HGNC:8052,10p14
NUDT6,Approved symbol,NUDT6,nudix hydrolase 6,HGNC:8053,4q28.1
NUDT7,Approved symbol,NUDT7,nudix hydrolase 7,HGNC:8054,16q23.1
NUDT8,Approved symbol,NUDT8,nudix hydrolase 8,HGNC:8055,11q13.2
NUDT9P1,Approved symbol,NUDT9P1,nudix hydrolase 9 pseudogene 1,HGNC:28523,10q23.32
NUDT9,Approved symbol,NUDT9,nudix hydrolase 9,HGNC:8056,4q22.1
NUF2,Approved symbol,NUF2,NDC80 kinetochore complex component NUF2,HGNC:14621,1q23.3
NUFIP1,Approved symbol,NUFIP1,nuclear FMR1 interacting protein 1,HGNC:8057,13q14.12
NUFIP2,Approved symbol,NUFIP2,nuclear FMR1 interacting protein 2,HGNC:17634,17q11.1
NUMA1,Approved symbol,NUMA1,nuclear mitotic apparatus protein 1,HGNC:8059,11q13.4
NUMBL,Approved symbol,NUMBL,"NUMB like, endocytic adaptor protein",HGNC:8061,19q13.2
NUMB,Approved symbol,NUMB,"NUMB, endocytic adaptor protein",HGNC:8060,14q24.3
NUP107,Approved symbol,NUP107,nucleoporin 107,HGNC:29914,12q15
NUP133,Approved symbol,NUP133,nucleoporin 133,HGNC:18016,1q42.13
NUP153,Approved symbol,NUP153,nucleoporin 153,HGNC:8062,6p22.3
NUP155,Approved symbol,NUP155,nucleoporin 155,HGNC:8063,5p13.2
NUP160,Approved symbol,NUP160,nucleoporin 160,HGNC:18017,11p11.2
NUP188,Approved symbol,NUP188,nucleoporin 188,HGNC:17859,9q34.11
NUP205,Approved symbol,NUP205,nucleoporin 205,HGNC:18658,7q33
NUP210L,Approved symbol,NUP210L,nucleoporin 210 like,HGNC:29915,1q21.3
NUP210,Approved symbol,NUP210,nucleoporin 210,HGNC:30052,3p25.1
NUP214,Approved symbol,NUP214,nucleoporin 214,HGNC:8064,9q34.13
NUP35,Approved symbol,NUP35,nucleoporin 35,HGNC:29797,2q32.1
NUP37,Approved symbol,NUP37,nucleoporin 37,HGNC:29929,12q23.2
NUP43,Approved symbol,NUP43,nucleoporin 43,HGNC:21182,6q25.1
NUP50,Approved symbol,NUP50,nucleoporin 50,HGNC:8065,22q13.31
NUP54,Approved symbol,NUP54,nucleoporin 54,HGNC:17359,4q21.1
NUP62CL,Approved symbol,NUP62CL,nucleoporin 62 C-terminal like,HGNC:25960,Xq22.3
NUP62,Approved symbol,NUP62,nucleoporin 62,HGNC:8066,19q13.33
NUP85,Approved symbol,NUP85,nucleoporin 85,HGNC:8734,17q25
NUP88,Approved symbol,NUP88,nucleoporin 88,HGNC:8067,17p13.2
NUP93,Approved symbol,NUP93,nucleoporin 93,HGNC:28958,16q13
NUP98,Approved symbol,NUP98,nucleoporin 98,HGNC:8068,11p15.4
NUPL1,Previous symbol,NUP58,nucleoporin 58,HGNC:20261,13q12.13
NUPL2,Approved symbol,NUPL2,nucleoporin like 2,HGNC:17010,7p15.3
NUPR1,Approved symbol,NUPR1,"nuclear protein 1, transcriptional regulator",HGNC:29990,16p11.2
NUS1,Approved symbol,NUS1,"NUS1, dehydrodolichyl diphosphate synthase subunit",HGNC:21042,6q22.1
NUSAP1,Approved symbol,NUSAP1,nucleolar and spindle associated protein 1,HGNC:18538,15q14
NUSAP1,Synonyms,NUSAP1,nucleolar and spindle associated protein 1,HGNC:18538,15q14
NUTF2,Approved symbol,NUTF2,nuclear transport factor 2,HGNC:13722,16q22.1
NVL,Approved symbol,NVL,nuclear VCP-like,HGNC:8070,1q42.11
NWD1,Approved symbol,NWD1,NACHT and WD repeat domain containing 1,HGNC:27619,19p13.11
NXF1,Approved symbol,NXF1,nuclear RNA export factor 1,HGNC:8071,11q12.3
NXF2B,Approved symbol,NXF2B,nuclear RNA export factor 2B,HGNC:23984,Xq22.1
NXF2,Approved symbol,NXF2,nuclear RNA export factor 2,HGNC:8072,Xq22.1
NXF3,Approved symbol,NXF3,nuclear RNA export factor 3,HGNC:8073,Xq22.1
NXF4,Approved symbol,NXF4,nuclear RNA export factor 4 pseudogene,HGNC:8074,Xq22.1
NXF5,Approved symbol,NXF5,nuclear RNA export factor 5,HGNC:8075,Xq22.1
NXNL1,Approved symbol,NXNL1,nucleoredoxin like 1,HGNC:25179,19p13.11
NXNL2,Approved symbol,NXNL2,nucleoredoxin like 2,HGNC:30482,9q22.1
NXN,Approved symbol,NXN,nucleoredoxin,HGNC:18008,17p13.3
NXPH1,Approved symbol,NXPH1,neurexophilin 1,HGNC:20693,7p21.3
NXPH2,Approved symbol,NXPH2,neurexophilin 2,HGNC:8076,2q22.1
NXPH3,Approved symbol,NXPH3,neurexophilin 3,HGNC:8077,17q21.33
NXPH4,Approved symbol,NXPH4,neurexophilin 4,HGNC:8078,12q13.3
NXT1,Approved symbol,NXT1,nuclear transport factor 2 like export factor 1,HGNC:15913,20p11.21
NXT2,Approved symbol,NXT2,nuclear transport factor 2 like export factor 2,HGNC:18151,Xq23
NYNRIN,Approved symbol,NYNRIN,NYN domain and retroviral integrase containing,HGNC:20165,14q12
NYX,Approved symbol,NYX,nyctalopin,HGNC:8082,Xp11.4
OAF,Approved symbol,OAF,out at first homolog,HGNC:28752,11q23.3
OAS1,Approved symbol,OAS1,2'-5'-oligoadenylate synthetase 1,HGNC:8086,12q24.2
OAS2,Approved symbol,OAS2,2'-5'-oligoadenylate synthetase 2,HGNC:8087,12q24.13
OAS3,Approved symbol,OAS3,2'-5'-oligoadenylate synthetase 3,HGNC:8088,12q24.13
OASL,Approved symbol,OASL,2'-5'-oligoadenylate synthetase like,HGNC:8090,12q24.31
OAT,Approved symbol,OAT,ornithine aminotransferase,HGNC:8091,10q26.13
OAZ1,Approved symbol,OAZ1,ornithine decarboxylase antizyme 1,HGNC:8095,19p13.3
OAZ2,Approved symbol,OAZ2,ornithine decarboxylase antizyme 2,HGNC:8096,15q22.31
OAZ3,Approved symbol,OAZ3,ornithine decarboxylase antizyme 3,HGNC:8097,1q21.3
OBFC1,Previous symbol,STN1,"STN1, CST complex subunit",HGNC:26200,10q24.33
OBFC2A,Previous symbol,NABP1,nucleic acid binding protein 1,HGNC:26232,2q32.3
OBFC2B,Previous symbol,NABP2,nucleic acid binding protein 2,HGNC:28412,12q13.3
OBP2A,Approved symbol,OBP2A,odorant binding protein 2A,HGNC:23380,9q34.3
OBP2B,Approved symbol,OBP2B,odorant binding protein 2B,HGNC:23381,9q34.2
OBSCN,Approved symbol,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",HGNC:15719,1q42.13
OBSL1,Approved symbol,OBSL1,obscurin like 1,HGNC:29092,2q35
OC90,Approved symbol,OC90,otoconin 90,HGNC:8100,8q24.22
OCA2,Approved symbol,OCA2,OCA2 melanosomal transmembrane protein,HGNC:8101,15q12-q13.1
OCEL1,Approved symbol,OCEL1,occludin/ELL domain containing 1,HGNC:26221,19p13.11
OCIAD1,Approved symbol,OCIAD1,OCIA domain containing 1,HGNC:16074,4p11
OCIAD2,Approved symbol,OCIAD2,OCIA domain containing 2,HGNC:28685,4p11
OCLM,Approved symbol,OCLM,oculomedin,HGNC:8103,1q31.1
OCLN,Approved symbol,OCLN,occludin,HGNC:8104,5q13.2
OCM2,Approved symbol,OCM2,oncomodulin 2,HGNC:34396,7q21.3
OCM,Approved symbol,OCM,oncomodulin,HGNC:8105,7p22.1
OCRL,Approved symbol,OCRL,"OCRL, inositol polyphosphate-5-phosphatase",HGNC:8108,Xq26.1
ODAM,Approved symbol,ODAM,"odontogenic, ameloblast associated",HGNC:26043,4q13.3
ODC1,Approved symbol,ODC1,ornithine decarboxylase 1,HGNC:8109,2p25.1
ODC1,Synonyms,SLC25A21,solute carrier family 25 member 21,HGNC:14411,14q13.3
ODF1,Approved symbol,ODF1,outer dense fiber of sperm tails 1,HGNC:8113,8q22.3
ODF2L,Approved symbol,ODF2L,outer dense fiber of sperm tails 2 like,HGNC:29225,1p22.3
ODF2,Approved symbol,ODF2,outer dense fiber of sperm tails 2,HGNC:8114,9q34.11
ODF3B,Approved symbol,ODF3B,outer dense fiber of sperm tails 3B,HGNC:34388,22q13.33
ODF3L1,Approved symbol,ODF3L1,outer dense fiber of sperm tails 3 like 1,HGNC:28735,15q24.2
ODF3L2,Approved symbol,ODF3L2,outer dense fiber of sperm tails 3 like 2,HGNC:26841,19p13.3
ODF3,Approved symbol,ODF3,outer dense fiber of sperm tails 3,HGNC:19905,11p15.5
ODF4,Approved symbol,ODF4,outer dense fiber of sperm tails 4,HGNC:19056,17p13.1
ODZ1,Previous symbol,TENM1,teneurin transmembrane protein 1,HGNC:8117,Xq25
ODZ2,Previous symbol,TENM2,teneurin transmembrane protein 2,HGNC:29943,5q34
ODZ3,Previous symbol,TENM1,teneurin transmembrane protein 1,HGNC:8117,Xq25
ODZ3,Previous symbol,TENM3,teneurin transmembrane protein 3,HGNC:29944,4q34.3-q35.1
ODZ4,Previous symbol,TENM4,teneurin transmembrane protein 4,HGNC:29945,11q14.1
OFD1,Approved symbol,OFD1,"OFD1, centriole and centriolar satellite protein",HGNC:2567,Xp22.2
OGDHL,Approved symbol,OGDHL,oxoglutarate dehydrogenase like,HGNC:25590,10q11.23
OGDH,Approved symbol,OGDH,oxoglutarate dehydrogenase,HGNC:8124,7p13
OGFOD1,Approved symbol,OGFOD1,2-oxoglutarate and iron dependent oxygenase domain containing 1,HGNC:25585,16q13
OGFOD2,Approved symbol,OGFOD2,2-oxoglutarate and iron dependent oxygenase domain containing 2,HGNC:25823,12q24.31
OGFRL1,Approved symbol,OGFRL1,opioid growth factor receptor like 1,HGNC:21378,6q13
OGFR,Approved symbol,OGFR,opioid growth factor receptor,HGNC:15768,20q13.33
OGG1,Approved symbol,OGG1,8-oxoguanine DNA glycosylase,HGNC:8125,3p25.3
OGN,Approved symbol,OGN,osteoglycin,HGNC:8126,9q22.31
OGT,Approved symbol,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase,HGNC:8127,Xq13.1
OIP5,Approved symbol,OIP5,Opa interacting protein 5,HGNC:20300,15q15.1
OIT3,Approved symbol,OIT3,oncoprotein induced transcript 3,HGNC:29953,10q22.1
OLA1,Approved symbol,OLA1,Obg like ATPase 1,HGNC:28833,2q31.1
OLAH,Approved symbol,OLAH,oleoyl-ACP hydrolase,HGNC:25625,10p13
OLFM1,Approved symbol,OLFM1,olfactomedin 1,HGNC:17187,9q34.3
OLFM2,Approved symbol,OLFM2,olfactomedin 2,HGNC:17189,19p13.2
OLFM3,Approved symbol,OLFM3,olfactomedin 3,HGNC:17990,1p21.1
OLFM4,Approved symbol,OLFM4,olfactomedin 4,HGNC:17190,13q14.3
OLFML1,Approved symbol,OLFML1,olfactomedin like 1,HGNC:24473,11p15.4
OLFML2A,Approved symbol,OLFML2A,olfactomedin like 2A,HGNC:27270,9q33.3
OLFML2B,Approved symbol,OLFML2B,olfactomedin like 2B,HGNC:24558,1q23.3
OLFML3,Approved symbol,OLFML3,olfactomedin like 3,HGNC:24956,1p13.2
OLIG1,Approved symbol,OLIG1,oligodendrocyte transcription factor 1,HGNC:16983,21q22.11
OLIG2,Approved symbol,OLIG2,oligodendrocyte transcription factor 2,HGNC:9398,21q22.11
OLIG3,Approved symbol,OLIG3,oligodendrocyte transcription factor 3,HGNC:18003,6q23.3
OLR1,Approved symbol,OLR1,oxidized low density lipoprotein receptor 1,HGNC:8133,12p13.2
OMA1,Approved symbol,OMA1,OMA1 zinc metallopeptidase,HGNC:29661,1p32.2-p32.1
OMD,Approved symbol,OMD,osteomodulin,HGNC:8134,9q22.31
OMG,Approved symbol,OMG,oligodendrocyte myelin glycoprotein,HGNC:8135,17q11.2
OMP,Approved symbol,OMP,olfactory marker protein,HGNC:8136,11q13.5
ONECUT1,Approved symbol,ONECUT1,one cut homeobox 1,HGNC:8138,15q21.3
ONECUT2,Approved symbol,ONECUT2,one cut homeobox 2,HGNC:8139,18q21.31
ONECUT3,Approved symbol,ONECUT3,one cut homeobox 3,HGNC:13399,19p13.3
OOEP,Approved symbol,OOEP,oocyte expressed protein,HGNC:21382,6q13
OPA1,Approved symbol,OPA1,"OPA1, mitochondrial dynamin like GTPase",HGNC:8140,3q29
OPA1,Synonyms,MED12,mediator complex subunit 12,HGNC:11957,Xq13.1
OPA3,Approved symbol,OPA3,"OPA3, outer mitochondrial membrane lipid metabolism regulator",HGNC:8142,19q13.32
OPALIN,Approved symbol,OPALIN,oligodendrocytic myelin paranodal and inner loop protein,HGNC:20707,10q24.1
OPCML,Approved symbol,OPCML,opioid binding protein/cell adhesion molecule like,HGNC:8143,11q25
OPHN1,Approved symbol,OPHN1,oligophrenin 1,HGNC:8148,Xq12
OPLAH,Approved symbol,OPLAH,"5-oxoprolinase, ATP-hydrolysing",HGNC:8149,8q24.3
OPN1LW,Approved symbol,OPN1LW,"opsin 1, long wave sensitive",HGNC:9936,Xq28
OPN1MW,Approved symbol,OPN1MW,"opsin 1, medium wave sensitive",HGNC:4206,Xq28
OPN1SW,Approved symbol,OPN1SW,"opsin 1, short wave sensitive",HGNC:1012,7q32.1
OPN3,Approved symbol,OPN3,opsin 3,HGNC:14007,1q43
OPN4,Approved symbol,OPN4,opsin 4,HGNC:14449,10q23.2
OPN5,Approved symbol,OPN5,opsin 5,HGNC:19992,6p12.3
OPRD1,Approved symbol,OPRD1,opioid receptor delta 1,HGNC:8153,1p35.3
OPRK1,Approved symbol,OPRK1,opioid receptor kappa 1,HGNC:8154,8q11.23
OPRL1,Approved symbol,OPRL1,opioid related nociceptin receptor 1,HGNC:8155,20q13.33
OPRM1,Approved symbol,OPRM1,opioid receptor mu 1,HGNC:8156,6q25.2
OPTC,Approved symbol,OPTC,opticin,HGNC:8158,1q32.1
OPTN,Approved symbol,OPTN,optineurin,HGNC:17142,10p13
OR10A2,Approved symbol,OR10A2,olfactory receptor family 10 subfamily A member 2,HGNC:8161,11p15.4
OR10A3,Approved symbol,OR10A3,olfactory receptor family 10 subfamily A member 3,HGNC:8162,11p15.4
OR10A4,Approved symbol,OR10A4,olfactory receptor family 10 subfamily A member 4,HGNC:15130,11p15.4
OR10A5,Approved symbol,OR10A5,olfactory receptor family 10 subfamily A member 5,HGNC:15131,11p15.4
OR10A6,Approved symbol,OR10A6,olfactory receptor family 10 subfamily A member 6 (gene/pseudogene),HGNC:15132,11p15.4
OR10A7,Approved symbol,OR10A7,olfactory receptor family 10 subfamily A member 7,HGNC:15329,12q13.2
OR10AD1,Approved symbol,OR10AD1,olfactory receptor family 10 subfamily AD member 1,HGNC:14819,12q13.11
OR10AG1,Approved symbol,OR10AG1,olfactory receptor family 10 subfamily AG member 1,HGNC:19607,11q12.1
OR10C1,Approved symbol,OR10C1,olfactory receptor family 10 subfamily C member 1 (gene/pseudogene),HGNC:8165,6p22.1
OR10G2,Approved symbol,OR10G2,olfactory receptor family 10 subfamily G member 2,HGNC:8170,14q11.2
OR10G3,Approved symbol,OR10G3,olfactory receptor family 10 subfamily G member 3,HGNC:8171,14q11.2
OR10G4,Approved symbol,OR10G4,olfactory receptor family 10 subfamily G member 4,HGNC:14809,11q24.2
OR10G7,Approved symbol,OR10G7,olfactory receptor family 10 subfamily G member 7,HGNC:14842,11q24.2
OR10G8,Approved symbol,OR10G8,olfactory receptor family 10 subfamily G member 8,HGNC:14845,11q24.2
OR10G9,Approved symbol,OR10G9,olfactory receptor family 10 subfamily G member 9,HGNC:15129,11q24.2
OR10H1,Approved symbol,OR10H1,olfactory receptor family 10 subfamily H member 1,HGNC:8172,19p13.1
OR10H2,Approved symbol,OR10H2,olfactory receptor family 10 subfamily H member 2,HGNC:8173,19p13.1
OR10H3,Approved symbol,OR10H3,olfactory receptor family 10 subfamily H member 3,HGNC:8174,19p13.1
OR10H4,Approved symbol,OR10H4,olfactory receptor family 10 subfamily H member 4,HGNC:15388,19p13.12
OR10H5,Approved symbol,OR10H5,olfactory receptor family 10 subfamily H member 5,HGNC:15389,19p13.12
